A,B,a,b,y,z,w,x,AS,BS,deltaA,deltaB,FER,Bratio
14,14,3.595,1.323,1.53,1.821,2.826,2.497,Over-defense,intermediate,0,9.94633560272327,Inf,0.710452543051662
16,16,3.742,1.957,1.023,0.902,3.151,2.877,intermediate,intermediate,4.74262139003491,15.7942301007994,3.33027429387172,0.987139381299965
12,11,1.37,1.834,0.917,1.982,2.321,2.661,intermediate,Over-defense,3.95088323998276,0,0,0
9,15,1.886,2.092,1.381,1.674,3.186,3.573,intermediate,Over-defense,5.94821092278719,0,0,0
17,10,1.575,2.462,1.401,0.732,2.313,2.305,intermediate,intermediate,0.347168179853005,8.44034707158351,41.3303720051974,0.844034707158351
14,10,1.939,2.057,1.166,1.108,2.207,3.264,intermediate,intermediate,1.92387856819212,4.92218137254902,3.58185492343428,0.492218137254902
18,13,2.609,2.104,1.633,1.639,2.176,2.783,Over-defense,intermediate,0,9.21846927775782,Inf,0.709113021365986
13,18,1.088,3.243,1.944,1.375,2.059,3.112,Over-destroyed,Over-defense,13,0,0,0
13,14,2.004,4,1.657,1.862,3.397,3.28,intermediate,Over-defense,10.1439505445982,0,0,0
16,16,2.544,2.62,1.704,1.431,2.65,3.824,intermediate,intermediate,5.53056603773585,4.65690376569038,0.842030225100948,0.291056485355649
13,13,1.07,2.984,1.75,1.034,3.644,2.262,intermediate,intermediate,4.40230515916575,0.206896551724138,0.0469973216857473,0.0159151193633952
10,10,3.507,3.272,1.395,0.582,3.229,2.955,intermediate,intermediate,5.81294518426757,9.89847715736041,1.70283339057628,0.989847715736041
10,17,1.587,3.513,1.228,1.281,2.106,2.685,Over-destroyed,Over-defense,10,0,0,0
15,9,2.074,3.724,0.829,1.037,3.249,3.926,intermediate,intermediate,6.48845798707295,5.54686704024452,1.42480361571672,0.616318560027169
17,9,1.663,1.646,1.442,1.959,3.726,3.683,Over-defense,intermediate,0,2.88894922617431,Inf,0.320994358463813
9,18,1.705,1.816,0.926,0.738,2.885,3.523,intermediate,intermediate,8.44159445407279,0.585012773204656,0.0346506087438497,0.0325007096224809
13,14,1.053,3.853,1.272,1.114,3.35,2.556,intermediate,Over-defense,11.1659701492537,0,0,0
13,17,2.262,2.99,1.563,1.504,3.585,3.714,intermediate,intermediate,8.51073919107392,1.03338718362951,0.0928517770698962,0.0607874813899711
11,9,1.147,3.648,0.817,1.668,3.808,2.568,intermediate,Over-defense,6.26181722689076,0,0,0
10,15,3.524,2.949,0.7,1.944,2.489,3.538,Over-destroyed,intermediate,10,1.71848501978519,0.114565667985679,0.114565667985679
16,16,3.566,2.515,1.88,0.562,3.303,3.519,intermediate,intermediate,3.07599152285801,13.6584256891162,4.44033268219989,0.853651605569764
18,18,3.853,3.002,0.617,0.978,3.335,3.761,intermediate,intermediate,12.8725637181409,13.7596383940441,1.06891204388859,0.764424355224674
11,17,2.515,3.096,0.573,0.638,2.591,2.317,Over-destroyed,intermediate,11,7.25895554596461,0.426997385056742,0.426997385056742
9,14,2.016,2.738,1.354,1.295,3.252,3.151,intermediate,intermediate,8.039975399754,0.00444303395747361,0.000355254335181939,0.000317359568390972
13,13,3.542,3.965,1.598,0.67,2.763,3.311,intermediate,intermediate,11.1368078175896,11.2763515554213,1.01252995832534,0.867411658109333
11,9,3.748,3.325,1.68,0.873,2.039,3.033,intermediate,Over-destroyed,5.61304561059343,9,1.95972040192224,1
10,14,2.027,2.961,0.902,1.105,2.223,2.384,Over-destroyed,intermediate,10,2.01342281879195,0.143815915627996,0.143815915627996
15,11,3.278,1.129,1.915,0.879,2.603,2.873,Over-defense,Over-destroyed,0,11,Inf,1
11,10,2.11,2.162,0.691,0.667,3.554,2.027,intermediate,intermediate,3.94456949915588,8.15984213122842,2.27548946628321,0.815984213122842
14,14,1.91,3.947,1.389,0.955,2.141,3.131,Over-destroyed,intermediate,14,4.27020121366975,0.305014372404982,0.305014372404982
14,17,1.141,1.141,1.184,0.57,2.994,3.405,intermediate,intermediate,0.942217768871075,1.84552129221733,1.61304648924206,0.108560076012784
17,15,1.769,1.499,1.765,1.381,3.483,2.023,Over-defense,intermediate,0,4.62580326248146,Inf,0.308386884165431
16,17,3.442,3.125,1.721,1.158,3.781,2.795,intermediate,intermediate,6.76778629992066,12.6604651162791,1.7606542739514,0.744733242134063
11,11,3.431,3.771,1.824,0.591,3.479,2.642,intermediate,Over-destroyed,6.15607933314171,11,1.78685156651258,1
14,14,1.945,2.303,1.513,0.714,3.632,3.178,intermediate,intermediate,3.04515418502203,5.42290748898678,1.78083182640145,0.387350534927627
18,12,2.18,3.119,1.601,1.166,2.431,3.566,intermediate,intermediate,3.54175236528178,7.08020190689849,2.99860119088331,0.590016825574874
12,13,2.814,2.65,0.673,0.823,2.685,3.198,intermediate,intermediate,9.82271880819367,7.21357098186367,0.677885729639468,0.554890075527974
15,15,1.264,2.421,1.433,1.34,3.609,2.579,intermediate,Over-defense,4.10640066500416,0,0,0
17,17,2.356,2.491,0.638,0.512,2.427,2.865,intermediate,intermediate,12.979398434281,10.9417102966841,0.843005964574215,0.643630017452007
13,13,3.806,3.29,0.544,0.855,2.149,3.616,Over-destroyed,intermediate,13,10.6092367256637,0.816095132743363,0.816095132743363
10,15,3.266,2.867,1.557,1.568,3.569,2.466,intermediate,intermediate,7.68702717848137,3.70640713706407,0.321442611558998,0.247093809137605
12,16,2.045,3.971,1.797,1.313,2.051,2.552,Over-destroyed,intermediate,12,1.38401253918495,0.0865007836990596,0.0865007836990596
15,9,2.591,1.734,0.826,1.991,3.507,3.984,intermediate,intermediate,0.917023096663816,5.25753012048193,9.55543020964455,0.584170013386881
9,14,3.202,2.139,1.727,1.301,3.362,3.605,intermediate,intermediate,4.28405710886377,2.94147018030513,0.441391201811491,0.210105012878938
9,9,3.389,1.628,0.788,1.219,2.368,2.501,intermediate,intermediate,3.19256756756757,7.80887644942023,2.44595495135279,0.86765293882447
10,9,3.753,2.75,1.639,1.938,3.804,3.162,intermediate,intermediate,2.19768664563617,6.35294117647059,3.21193357725865,0.705882352941177
9,18,2.521,1.241,1.847,1.419,2.681,2.924,intermediate,Over-defense,2.13166728832525,0,0,0
11,18,1.54,1.523,1.219,0.694,2.509,3.35,intermediate,intermediate,5.58190514149063,1.32776119402985,0.145364279400333,0.0737645107794362
11,15,3.736,1.611,0.576,1.049,2.2,3.55,intermediate,intermediate,8.10409090909091,7.14394366197183,0.646450302390182,0.476262910798122
13,11,2.867,3.536,0.529,0.723,3.37,2.477,intermediate,Over-destroyed,9.50118694362018,11,1.36825010150223,1
11,13,1.247,1.117,1.425,1.472,2.423,2.356,Over-defense,Over-defense,0,0,NA,0
17,12,1.599,2.609,1.36,1.918,3.969,3.969,intermediate,intermediate,2.06298815822625,1.04988662131519,0.720963605276014,0.0874905517762661
16,11,2.098,1.898,1.287,1.85,3.624,2.802,intermediate,intermediate,0.0789183222958061,4.71734475374732,86.9454921173819,0.428849523067938
9,9,2.638,2.25,1.962,0.644,2.795,2.2,intermediate,intermediate,0.92737030411449,8.15727272727273,8.79613320707071,0.906363636363636
10,18,2.38,3.93,1.384,1.492,3.566,3.17,Over-destroyed,Over-defense,10,0,0,0
11,18,1.499,3.935,1.906,1.974,2.568,3.644,Over-destroyed,Over-defense,11,0,0,0
10,15,1.798,1.452,0.794,0.993,2.571,2.301,intermediate,intermediate,5.38311940879035,1.34072142546719,0.166040211217541,0.0893814283644792
14,17,2.286,2.849,1.143,0.943,2.72,2.399,intermediate,intermediate,11.9231617647059,6.65819091288037,0.459879363721502,0.391658288992963
16,16,2.755,3.63,1.815,1.172,3.002,3.01,intermediate,intermediate,9.67355096602265,8.41461794019934,0.869858231972397,0.525913621262458
11,11,3.213,3.072,1.254,0.926,3.037,3.123,intermediate,intermediate,6.58478761936121,8.05539545308998,1.22333413296501,0.732308677553634
12,12,3.36,1.716,1.061,1.454,2.748,2.211,intermediate,intermediate,2.86026200873362,10.3446404341927,3.61667581592385,0.862053369516056
15,15,3.519,2.297,1.21,1.765,3.147,2.45,intermediate,intermediate,5.1811248808389,10.7387755102041,2.07267258697407,0.715918367346939
17,10,1.276,1.311,0.852,1.516,2.701,2.16,Over-defense,intermediate,0,3.02407407407407,Inf,0.302407407407407
12,12,1.487,3.883,1.181,0.535,2.145,2.008,Over-destroyed,intermediate,12,5.68924302788845,0.474103585657371,0.474103585657371
15,12,3.102,1.2,0.97,1.475,2.477,2.536,Over-defense,intermediate,0,11.3682965299685,Inf,0.947358044164038
10,12,1.27,1.393,1.178,1.935,3.93,2.9,intermediate,Over-defense,1.2559796437659,0,0,0
9,9,3.607,2.151,1.821,0.588,3.225,3.98,intermediate,intermediate,0.920930232558139,6.82688442211055,7.41303106441298,0.758542713567839
18,11,3.225,2.374,0.65,0.518,3.417,2.869,intermediate,Over-destroyed,4.21832016388645,11,4.26710142916609,1
14,11,2.826,2.474,1.469,1.753,2.544,3.456,intermediate,intermediate,2.61320754716981,5.86834490740741,2.85809774945605,0.533485900673401
13,13,3.219,2.597,0.656,0.726,3.076,2.286,intermediate,Over-destroyed,8.20318595578674,13,1.58475012879959,1
12,9,2.679,2.691,0.623,1.762,2.493,3.237,intermediate,intermediate,6.71600481347774,5.032437442076,0.999093475330622,0.559159715786222
15,17,2.462,3.084,0.659,1.551,3.221,3.342,intermediate,intermediate,13.2080099348029,3.16068222621185,0.21114742282815,0.185922483894815
13,13,1.117,3.941,0.6,0.846,2.434,2.481,Over-destroyed,intermediate,13,1.41999193873438,0.109230149133414,0.109230149133414
9,16,3.008,2.585,0.955,1.21,2.982,2.485,Over-destroyed,intermediate,9,3.10342052313883,0.193963782696177,0.193963782696177
17,9,1.17,2.286,0.585,1.833,2.196,3.679,intermediate,intermediate,4.84016393442623,0.92226148409894,0.359915385835206,0.102473498233216
13,10,1.71,2.01,0.855,1.695,2.07,3.796,intermediate,intermediate,4.34057971014493,1.39093782929399,0.41658471882361,0.139093782929399
18,10,3.196,1.411,0.858,0.568,3.084,2.841,Over-defense,Over-destroyed,0,10,Inf,1
17,17,1.493,1.681,0.779,0.541,2.454,2.325,intermediate,intermediate,6.24857375713121,6.96086021505376,1.11399184607682,0.409462365591398
14,14,3.454,2.832,0.55,1.877,2.802,2.838,intermediate,intermediate,11.4018558172734,7.77942212825934,0.682294378470723,0.555673009161381
14,14,2.368,1.781,1.278,0.629,2.098,3.029,intermediate,intermediate,3.35653002859866,8.03763618355893,2.39462662781974,0.574116870254209
18,13,1.616,3.501,1.979,1.29,2.348,3.609,intermediate,intermediate,4.21252129471891,3.41313383208645,1.12186438548876,0.262548756314342
18,18,2.597,3.906,1.002,1.712,3.1,3.898,intermediate,intermediate,16.861935483871,4.08671113391483,0.242363110558922,0.227039507439713
16,9,2.932,1.018,0.503,0.767,2.02,2.818,intermediate,Over-destroyed,0.551485148514852,9,29.0125673249551,1
9,18,2.691,1.693,0.864,0.996,2.286,3.847,Over-destroyed,intermediate,9,1.63530023394853,0.0908500129971406,0.0908500129971406
12,18,1.217,3.888,0.887,0.691,3.926,3.636,Over-destroyed,intermediate,12,0.595709570957096,0.0330949761642831,0.0330949761642831
10,18,1.041,1.998,0.914,1.68,4,3.656,intermediate,Over-defense,6.706,0,0,0
10,16,3.789,3.055,1.067,1.715,3.706,3.487,Over-destroyed,intermediate,10,2.99684542586751,0.187302839116719,0.187302839116719
18,18,2.121,3.847,1.175,1.721,2.384,3.601,Over-destroyed,intermediate,18,1.99944459872258,0.111080255484588,0.111080255484588
12,10,3.425,3.601,1.759,1.287,3.464,3.992,intermediate,intermediate,4.30196304849885,7.07164328657315,1.97258131885836,0.707164328657315
14,14,3.395,1.464,1.921,1.78,3.828,2.603,Over-defense,intermediate,0,8.68613138686131,Inf,0.620437956204379
9,9,3.777,1.699,1.413,0.799,3.851,2.677,intermediate,Over-destroyed,0.668397818748377,9,13.465034965035,1
13,18,1.282,1.963,1.008,1.152,2.458,3.327,intermediate,Over-defense,9.04393816110659,0,0,0
10,10,3.295,1.476,1.337,1.337,2.642,2.36,intermediate,intermediate,0.526116578349735,8.29661016949153,15.7695281063285,0.829661016949153
18,9,1.223,1.364,0.597,1.216,2.705,2.168,intermediate,intermediate,0.56561922365989,5.10608856088561,18.0548621662687,0.567343173431734
17,17,1.74,1.74,1.205,0.688,2.939,2.454,intermediate,intermediate,3.09458999659748,7.28769356153219,2.35497871108775,0.428687856560717
10,10,2.779,3.9,1.055,0.785,3.018,2.798,intermediate,intermediate,9.42677269715043,7.1265189421015,0.7559871412043,0.71265189421015
13,13,2.503,1.569,1.624,1.275,2.673,3.104,Over-defense,intermediate,0,5.1430412371134,Inf,0.395618556701031
9,18,3.883,3.442,0.57,1.122,3.421,3.675,Over-destroyed,intermediate,9,4.01387755102041,0.222993197278912,0.222993197278912
16,14,3.865,1.869,1.037,0.685,2.63,3.726,intermediate,Over-destroyed,3.64030418250951,14,4.39523710048047,1
9,14,2.82,1.881,1.005,0.661,2.822,3.127,intermediate,intermediate,6.12650602409639,5.15701950751519,0.54112846918301,0.368358536251085
18,11,2.685,2.403,1.589,0.744,3.292,2.117,Over-defense,Over-destroyed,0,11,Inf,1
18,11,2.673,3.108,1.648,0.92,3.918,3.718,intermediate,intermediate,1.15467075038285,10.2189349112426,14.4819581561063,0.928994082840237
13,13,3.337,2.556,1.724,1.815,3.558,3.816,intermediate,intermediate,3.03991006183249,5.18501048218029,1.70564601475568,0.398846960167715
10,14,2.468,1.652,1.163,1.017,3.19,2.959,intermediate,intermediate,3.60438871473354,3.52889489692464,0.69932502057436,0.252063921208903
11,11,3.46,1.27,1.084,1.389,3.049,2.094,intermediate,intermediate,0.67103968514267,10.8791786055396,16.2124220763883,0.98901623686724
13,9,3.642,2.955,0.541,0.656,2.575,3.671,intermediate,Over-destroyed,7.59689320388349,9,1.71122584602801,1
14,14,2.632,3.454,0.767,1.533,2.971,3.014,intermediate,intermediate,12.6617300572198,5.10484406104844,0.403171133642802,0.364631718646317
10,10,2.321,3.46,0.978,1.844,2.661,3.867,intermediate,intermediate,9.32732055618189,1.23351435221102,0.132247449284187,0.123351435221102
11,9,1.933,1.205,1.295,1.657,2.035,3.221,Over-defense,intermediate,0,1.97143744178826,Inf,0.219048604643141
9,15,3.548,3.401,1.02,0.5,2.928,3.75,Over-destroyed,intermediate,9,6.5152,0.434346666666667,0.434346666666667
13,9,1.476,3.431,1.859,0.923,2.317,2.434,intermediate,intermediate,2.89684937419076,4.47041906327034,2.22906721965246,0.49671322925226
9,15,1.963,1.787,0.981,1.469,3.178,3.765,intermediate,Over-defense,5.65638766519824,0,0,0
18,11,1.845,2.004,0.923,0.89,2.239,3.323,intermediate,intermediate,2.42518981688254,7.04784832982245,4.75543919953967,0.640713484529314
12,12,3.131,1.517,0.958,1.615,2.481,3.46,intermediate,intermediate,2.7037484885127,5.25780346820809,1.94463482478,0.438150289017341
12,12,1.986,2.544,1.234,1.692,3.589,3.401,intermediate,intermediate,4.38005015324603,1.03734195824757,0.236833351663521,0.0864451631872979
13,17,3.701,1.37,1.715,1.005,3.73,2.916,intermediate,intermediate,0.266756032171582,10.6406035665295,30.5032732451088,0.625917856854676
10,10,2.99,3.548,1.774,1.988,2.121,2.701,intermediate,intermediate,8.36397925506837,3.70973713439467,0.443537342843917,0.370973713439467
16,16,2.732,2.521,0.629,1.398,3.656,2.787,intermediate,intermediate,8.2800875273523,7.6584140653032,0.92491945767536,0.47865087908145
16,16,3.407,2.879,1.269,1.011,3.413,3.542,intermediate,intermediate,7.54761207149136,10.8232636928289,1.43399840774942,0.676453980801807
17,9,2.204,3.924,0.526,1.257,2.963,2.462,intermediate,Over-destroyed,8.9011137360783,9,1.9098733601274,1
13,17,1.364,2.937,1.351,1.921,2.947,2.031,intermediate,Over-defense,10.9826942653546,0,0,0
17,12,1.816,1.746,1.319,0.606,3.425,3.569,Over-defense,intermediate,0,6.61249649761838,Inf,0.551041374801532
9,9,1.669,3.395,0.849,1.137,3.538,3.793,intermediate,intermediate,6.47654041831543,1.26232533614553,0.19490735093318,0.140258370682837
18,18,2.738,2.72,0.976,1.439,3.159,2.215,intermediate,intermediate,9.93732193732194,10.5562076749436,1.06227892600493,0.586455981941309
15,9,1.728,2.92,0.512,1.386,3.898,3.773,intermediate,intermediate,4.77167778347871,3.56374238006891,1.24475517898823,0.395971375563212
14,17,3.783,3.483,1.891,1.53,2.364,3.386,intermediate,intermediate,13.8481387478849,7.95983461311282,0.473360213673648,0.468225565477224
11,11,2.104,3.19,0.535,1.839,3.025,3.19,intermediate,intermediate,9.65454545454545,0.913793103448277,0.0946490031820249,0.0830721003134797
13,13,1.317,2.339,1.545,1.266,3.135,3.988,intermediate,intermediate,3.29250398724083,0.166248746238716,0.0504931039971299,0.0127883650952859
10,10,2.245,2.333,1.064,1.357,3.75,2.11,intermediate,intermediate,3.384,4.20853080568721,1.24365567543948,0.420853080568721
12,12,1.112,2.591,0.556,0.682,2.45,2.172,intermediate,intermediate,9.96734693877551,2.37569060773481,0.238347337794852,0.197974217311234
13,13,2.72,1.669,1.836,1.149,2.728,2.078,Over-defense,intermediate,0,9.82820019249278,Inf,0.756015399422522
13,13,2.697,3.642,0.843,0.597,3.832,2.067,intermediate,Over-destroyed,9.4955636743215,13,1.36906037870668,1
16,12,1.722,3.372,1.61,1.574,3.98,3.088,intermediate,intermediate,3.69447236180904,2.80569948186528,1.01257562004206,0.23380829015544
15,17,1.869,3.266,1.122,1.677,2.916,2.705,intermediate,Over-defense,13.2688614540466,0,0,0
13,15,3.237,1.91,0.984,1.489,2.783,3.746,intermediate,intermediate,5.69816744520302,5.27122263747998,0.801730204739514,0.351414842498665
15,15,2.55,2.427,1.595,1.888,3.46,2.427,intermediate,intermediate,3.60693641618497,4.09147095179234,1.13433409400653,0.272764730119489
14,10,1.288,2.468,0.518,0.782,3.597,2.106,intermediate,intermediate,4.84514873505699,4.84900284900285,1.40111364166907,0.484900284900285
10,16,1.235,1.299,1.187,1.184,3.378,2.763,intermediate,Over-defense,2.6388395500296,0,0,0
10,18,3.096,2.174,1.199,1.621,3.495,2.712,intermediate,intermediate,7.76595135908441,0.657079646017699,0.0470057345080576,0.0365044247787611
16,18,1.1,2.28,0.841,0.949,3.112,2.258,intermediate,intermediate,8.86375321336761,0.229406554472985,0.0230057101546768,0.0127448085818325
15,15,3.207,1.493,1.548,1.786,3.299,3.526,Over-defense,intermediate,0,6.04509359047079,Inf,0.403006239364719
17,11,1.546,3.237,0.688,0.914,2.505,3.663,intermediate,intermediate,9.54530938123753,4.43024843024843,0.71728922558324,0.402749857295312
12,12,2.415,1.399,1.571,1.24,2.047,2.102,Over-defense,intermediate,0,6.70789724072312,Inf,0.558991436726927
12,10,1.135,3.607,0.717,1.316,2.09,2.939,Over-destroyed,intermediate,12,0.156515821708064,0.0156515821708064,0.0156515821708064
15,17,1.716,1.599,0.961,0.55,3.824,3.589,intermediate,intermediate,3.33891213389121,4.56673168013374,1.2068209548341,0.268631275301985
17,9,3.419,3.918,0.711,1.709,2.744,3.249,intermediate,Over-destroyed,8.44569970845481,9,2.01285868392665,1
12,13,2.25,2.051,1.454,1.771,3.687,2.18,intermediate,intermediate,2.49932194195823,1.8243119266055,0.673774839356683,0.140331686661962
9,18,1.904,1.675,0.741,1.334,2,2.951,Over-destroyed,Over-defense,9,0,0,0
18,9,2.808,1.84,1.833,1.448,3.953,3.229,Over-defense,Over-destroyed,0,9,Inf,1
10,10,1.393,2.767,1.862,0.861,3.886,2.274,intermediate,intermediate,2.32887287699434,2.33948988566403,1.00455886140226,0.233948988566403
10,13,1.423,2.098,1.51,0.72,2.614,3.918,intermediate,intermediate,4.65723029839327,1.24298111281266,0.205302133733448,0.09561393175482
18,14,2.057,1.558,1.398,1.213,3.393,2.364,Over-defense,intermediate,0,8.47884940778342,Inf,0.605632100555958
15,15,3.771,1.135,0.785,1.704,2.497,2.09,intermediate,intermediate,2.10252302763316,14.8349282296651,7.05577443609023,0.988995215311005
12,16,1.84,3.636,0.703,1.95,3.456,2.145,Over-destroyed,Over-defense,12,0,0,0
17,11,3.554,2.309,0.996,1.63,2.254,3.613,intermediate,Over-destroyed,3.7564330079858,11,4.52556985945435,1
12,12,3.536,1.945,1.445,1.178,2.658,2.337,intermediate,Over-destroyed,2.25733634311512,12,5.316,1
15,15,2.926,1.793,0.588,1.865,3.284,2.219,intermediate,intermediate,5.50395858708892,7.17214961694457,1.30308931352951,0.478143307796305
11,11,1.376,3.02,1.659,1.924,3.068,2.407,intermediate,Over-defense,4.87972620599739,0,0,0
13,13,1.023,3.307,0.635,0.635,2.18,3.205,Over-destroyed,intermediate,13,1.57379095163807,0.121060842433697,0.121060842433697
17,13,1.411,3.894,0.579,1.222,2.219,2.282,Over-destroyed,intermediate,17,3.54995617879054,0.273073552214657,0.273073552214657
13,13,1.746,1.969,0.538,0.673,3.515,2.92,intermediate,intermediate,5.29246088193457,4.77705479452055,0.902615040732125,0.367465753424658
14,12,1.059,3.877,1.615,1.052,2.25,3.941,intermediate,intermediate,10.6284444444444,0.558741436183709,0.061332118005446,0.0465617863486424
10,10,1.775,3.753,1.888,0.538,2.172,2.654,intermediate,intermediate,8.5865561694291,4.66088922381311,0.542812407191532,0.466088922381311
14,14,3.877,3.301,1.613,1.023,3.491,2.775,intermediate,Over-destroyed,6.76940704669149,14,2.06812796208531,1
17,17,3.061,1.329,1.093,0.679,3.843,2.767,intermediate,intermediate,1.0439760603695,14.6346223346585,14.0181589312294,0.860860137332851
16,16,3.577,3.695,0.594,1.962,2.873,3.096,Over-destroyed,intermediate,16,8.34625322997416,0.521640826873385,0.521640826873385
13,13,3.067,3.495,0.612,1.451,2.462,2.744,Over-destroyed,intermediate,13,7.65597667638484,0.588921282798834,0.588921282798834
11,9,2.879,1.622,0.92,1.994,2.055,2.736,intermediate,intermediate,2.17907542579075,5.01571637426901,2.81326655352962,0.557301819363223
11,16,2.761,1.352,1.489,1.93,3.793,3.413,intermediate,Over-defense,1.38491958871606,0,0,0
11,14,1.346,3.53,1.868,0.705,3.879,2.133,intermediate,intermediate,7.44315545243619,2.31411157993437,0.24428221857118,0.165293684281026
17,18,2.902,2.38,0.867,0.981,3.577,3.194,intermediate,intermediate,7.85602460162147,9.91734502191609,1.19225459243779,0.550963612328672
12,13,2.033,1.341,0.791,1.894,3.08,3.213,intermediate,Over-defense,2.57824675324675,0,0,0
14,14,2.186,1.264,1.853,1.31,3.382,3.648,Over-defense,intermediate,0,3.36184210526316,Inf,0.240131578947368
11,11,2.949,1.182,1.592,1.442,3.44,2.297,Over-defense,intermediate,0,7.21680452764475,Inf,0.656073138876796
16,9,3.049,2.497,0.755,1.956,2.56,2.27,intermediate,Over-destroyed,4.059765625,9,3.9411142114885,1
9,13,2.773,1.059,1.158,1.932,2.932,3.808,intermediate,Over-defense,1.14085948158254,0,0,0
18,12,1.581,1.317,0.929,1.58,3.906,3.961,Over-defense,intermediate,0,2.39787932340318,Inf,0.199823276950265
17,14,2.168,3.031,1.034,1.727,2.83,3.084,intermediate,intermediate,8.78303886925795,4.11089494163424,0.568345543594025,0.293635352973874
18,18,2.943,3.348,1.674,1.539,3.346,3.256,intermediate,intermediate,9.00537955768081,7.76167076167076,0.86189268447333,0.431203931203931
16,12,3.947,1.252,0.5,1.797,2.067,3.667,intermediate,intermediate,3.39816158684083,11.3411508044723,4.44991623250651,0.945095900372694
17,9,3.108,1.54,1.677,1.886,3.605,2.544,Over-defense,Over-destroyed,0,9,Inf,1
13,13,3.143,2.415,1.316,1.824,3.534,3.366,intermediate,intermediate,4.04272778720996,5.0941770647653,1.26008411471132,0.391859774212715
16,16,3.366,2.843,0.647,1.483,2.967,3.875,intermediate,intermediate,11.8422649140546,7.77496774193548,0.656543980257359,0.485935483870968
17,10,1.828,2.268,0.559,1.342,3.957,2.982,intermediate,intermediate,3.33004801617387,5.92085848423877,3.02261690351565,0.592085848423877
14,14,3.953,3.865,1.706,1.633,3.511,2.07,intermediate,Over-destroyed,8.60894332099117,14,1.62621584066698,1
13,17,2.115,3.419,0.893,1.363,2.943,3.346,Over-destroyed,intermediate,13,1.2922893006575,0.0760170176857355,0.0760170176857355
17,12,1.241,1.164,1.524,1.199,3.937,2.196,Over-defense,intermediate,0,3.05510018214936,Inf,0.25459168184578
11,11,1.153,1.387,0.973,1.19,3.941,3.883,intermediate,Over-defense,1.155544278102,0,0,0
9,16,2.403,3.953,0.764,0.764,2.693,3.937,Over-destroyed,intermediate,9,2.38836677673355,0.149272923545847,0.149272923545847
13,17,2.744,2.661,1.994,1.527,2.184,2.908,intermediate,intermediate,8.84386446886447,3.34009628610729,0.28880940980085,0.196476252123958
10,10,2.978,3.489,1.642,1.745,2.771,2.669,intermediate,intermediate,6.66546373150487,4.61970775571375,0.693081223123054,0.461970775571375
18,11,2.838,2.791,1.281,1.119,3.616,3.894,intermediate,intermediate,2.11366150442478,9.95762711864407,7.70903897682139,0.905238828967643
12,14,3.301,2.697,1.196,1.659,2.618,3.006,intermediate,intermediate,8.94041252864782,5.45109780439122,0.522612299113641,0.389364128885087
14,17,2.791,1.035,1.313,0.961,3.194,3.292,Over-defense,intermediate,0,6.90674362089915,Inf,0.406279036523479
10,10,3.014,3.114,1.472,1.812,2.278,2.595,intermediate,intermediate,7.20807726075505,4.63198458574181,0.642610285403157,0.463198458574181
13,13,2.485,1.358,1.419,1.058,3.174,2.63,Over-defense,intermediate,0,7.05361216730038,Inf,0.542585551330798
9,9,2.785,2.327,0.72,1.205,3.155,3.057,intermediate,intermediate,4.58415213946117,4.65161923454367,1.01471746421802,0.516846581615963
10,10,2.397,3.008,1.386,1.354,2.344,3.421,intermediate,intermediate,6.919795221843,3.04881613563286,0.440593404557547,0.304881613563286
11,18,1.446,2.227,0.726,2,2.438,2.137,Over-destroyed,Over-defense,11,0,0,0
14,18,2.362,1.235,1.216,0.632,3.581,3.546,intermediate,intermediate,1.45378385925719,6.11731528482798,3.27277803911689,0.33985084915711
15,12,1.534,2.456,1.636,1.48,2.008,2.129,intermediate,intermediate,2.45617529880478,2.46594645373415,1.25497274916316,0.205495537811179
14,14,2.08,1.922,1.075,1.069,3.722,2.254,intermediate,intermediate,3.18592154755508,6.27950310559006,1.9710162387423,0.448535936113576
12,13,1.505,3.665,1.363,1.36,2.552,3.499,Over-destroyed,intermediate,12,0.108602457845098,0.00835403521885372,0.00835403521885372
13,13,2.051,3.213,1.768,0.896,3.933,2.348,intermediate,intermediate,4.77625222476481,6.39480408858603,1.33887487252642,0.49190800681431
18,10,1.611,2.233,1.087,1.298,3.965,2.051,intermediate,intermediate,0.697099621689786,7.80984885421745,20.1660243388386,0.780984885421745
9,9,1.341,2.115,1.058,1.592,3.628,2.771,intermediate,Over-defense,2.62210584343991,0,0,0
13,13,3.119,1.123,0.644,0.62,3.691,3.119,intermediate,intermediate,1.68707667298835,10.4158384097467,6.17389747396421,0.801218339211286
15,15,3.254,3.959,1.152,1.88,3.53,3.432,intermediate,intermediate,11.9277620396601,6.00524475524476,0.503467853841919,0.40034965034965
14,14,2.908,2.068,1.463,1.941,3.339,3.843,intermediate,intermediate,2.53668763102725,3.52276867030965,1.38872781465926,0.251626333593547
11,12,2.656,3.295,0.582,1.428,3.765,3.108,intermediate,intermediate,8.80159362549801,3.88674388674389,0.404795848847994,0.323895323895324
12,17,1.622,1.458,1.56,1.748,2.023,3.687,intermediate,Over-defense,2.99851705388037,0,0,0
9,14,2.221,2.573,1.172,0.849,2.442,2.708,Over-destroyed,intermediate,9,2.99224519940916,0.213731799957797,0.213731799957797
9,14,3.677,2.714,0.553,0.503,2.333,3.562,Over-destroyed,intermediate,9,7.31358787198203,0.522399133713002,0.522399133713002
